id,name,state,forest
1256,GLENMORE-SCHLAMN,California,Stanislaus National Forest
1257,CUMMINGS-KORB,California,Stanislaus National Forest
1258,AZION LAKE-BASSWOOD LAKE,California,Stanislaus National Forest
1259,WILLIAMS LAKE HANDICAPPED,California,Stanislaus National Forest
1260,LAKE PARK,California,Stanislaus National Forest
1261,CORSAIR, H-E-14-B SPUR,California,Stanislaus National Forest
1262,BROWNE-SPIRIT LAKE,California,Stanislaus National Forest
1263,FINNING ATV,California,Stanislaus National Forest
1264,13E58-C05,California,Stanislaus National Forest
1265,SAGEHEN OHV TIE 2,California,Stanislaus National Forest
1266,11E10-E10,California,Stanislaus National Forest
1267,12E67-C05,California,Stanislaus National Forest
1268,LOWER SAGEHEN OHV LOOP,California,Stanislaus National Forest
1269,CASCADE HEAD,California,Stanislaus National Forest
1270,ALDER DUNE TRAIL,California,Stanislaus National Forest
1271,SAGEHEN PROSSER OHV TIE,California,Stanislaus National Forest
1272,11E21-C05,California,Stanislaus National Forest
1273,14E42-C05,California,Stanislaus National Forest
1274,10E18-C20,California,Stanislaus National Forest
1275,LAGOON TRAIL,California,Stanislaus National Forest
1276,TAHKENITCH CREEK,California,Stanislaus National Forest
1277,BERRY CREEK LOOP,California,Stanislaus National Forest
1278,UPPER CLEAWOX OHV TRAIL,California,Stanislaus National Forest
1279,BRANDY CITY OHV,California,Stanislaus National Forest
1280,LAST CHANCE TIE,California,Stanislaus National Forest
1281,NFST-5171,California,Stanislaus National Forest
1282,SAWYER RIVER SNOMO,California,Stanislaus National Forest
1283,FISH CREEK,California,Stanislaus National Forest
1284,NFST-3785-A,California,Stanislaus National Forest
1285,BLUE ROAD HUNTER,California,Stanislaus National Forest
1286,NFST-1236,California,Stanislaus National Forest
1287,NFST-502-C,California,Stanislaus National Forest
1288,NFST-2020-D,California,Stanislaus National Forest
1289,NFST-5109-B,California,Stanislaus National Forest
1290,ROSEBROOK SNOMO,California,Stanislaus National Forest
1291,MEADOWS - M72-PARMALEE TRAIL,California,Stanislaus National Forest
1292,11E71-C05,California,Stanislaus National Forest
1293,MONARCH OHV TRAIL,California,Stanislaus National Forest
1294,11E06-E20,California,Stanislaus National Forest
1295,SAGEHEN OHV LOOP 1,California,Stanislaus National Forest
1296,GWYNN CREEK,California,Stanislaus National Forest
1297,SAINT PERPETUA,California,Stanislaus National Forest
1298,CUMMINS CREEK,California,Stanislaus National Forest
1299,WHISPERING SPRUCE,California,Stanislaus National Forest
1300,HECETA LIGHTHOUSE,California,Stanislaus National Forest
1301,PAWN,California,Stanislaus National Forest
1302,WRIGHT,California,Stanislaus National Forest
1303,BERTHOUD PASS WEST,California,Stanislaus National Forest
1304,COLUMBO OHV TRL.,California,Stanislaus National Forest
1305,DOG VALLEY WEST OHV,California,Stanislaus National Forest
1306,WATER 4 SPUR F,California,Stanislaus National Forest
1307,WATER 4 CONNECTOR E,California,Stanislaus National Forest
1308,TUB,California,Stanislaus National Forest
1309,JUARISTI 3,California,Stanislaus National Forest
1310,YOKUM RIDGE SPUR,California,Stanislaus National Forest
1311,NICKERSON GROVE,California,Stanislaus National Forest
1312,GROOMER ACCESS,California,Stanislaus National Forest
1313,BLUE BEND LOOP TRAIL #614,California,Stanislaus National Forest
1314,SCHT - KELLY PINES,California,Stanislaus National Forest
1315,SCHT - SEGMENT 1,California,Stanislaus National Forest
1316,SOUTH BOUNDARY TRAIL # 615,California,Stanislaus National Forest
1317,COUNTY LINE TRAIL,California,Stanislaus National Forest
1318,WOOD CANYON RIDGE-BLACK GROVE,California,Stanislaus National Forest
1319,NORTH CRYSTAL CREEK,California,Stanislaus National Forest
1320,JOHN DELLENBACK DUNE,California,Stanislaus National Forest
1321,CARTER DUNES TRAIL,California,Stanislaus National Forest
1322,OCEAN BEACH,California,Stanislaus National Forest
1323,HART'S COVE,California,Stanislaus National Forest
1324,DISCOVERY LOOP,California,Stanislaus National Forest
1325,CAPE COVE,California,Stanislaus National Forest
1326,HEBO LAKE LOOP,California,Stanislaus National Forest
1327,PIONEER HILL,California,Stanislaus National Forest
1328,LONG LAKE TRAIL,California,Stanislaus National Forest
1329,SALAMANDER RIDGE TRAIL,California,Stanislaus National Forest
1330,FRANK JAMES,California,Stanislaus National Forest
1331,CHROME TRAIL,California,Stanislaus National Forest
1332,BRIMSTONE-ATV TIE,California,Stanislaus National Forest
1333,LOWER FORD POINT,California,Stanislaus National Forest
1334,WHITE PINE-HEART ATTACK,California,Stanislaus National Forest
1335,MILL CREEK TRAIL,California,Stanislaus National Forest
1336,WILLOW CREEK,California,Stanislaus National Forest
1337,HORSE CREEK SOUTH,California,Stanislaus National Forest
1338,DRIFT CREEK FALLS,California,Stanislaus National Forest
1339,GIANT SPRUCE,California,Stanislaus National Forest
1340,OREGON COAST,California,Stanislaus National Forest
1341,COMB CR ALTERNATE,California,Stanislaus National Forest
1342,JEFFERSON CREEK,California,Stanislaus National Forest
1343,INSTITUTE CREEK TRAIL,California,Stanislaus National Forest
1344,CDT SEGMENT A,California,Stanislaus National Forest
1345,THAYER TO SALT LAKE,California,Stanislaus National Forest
1346,SALT LAKE TO MITCHELL BAY,California,Stanislaus National Forest
1347,PACK CREEK,California,Stanislaus National Forest
1348,DAVIDSON TO SALT LAKE,California,Stanislaus National Forest
1349,RAINBOW FALLS TRAIL,California,Stanislaus National Forest
1350,WHITE PINE-THE LOOP,California,Stanislaus National Forest
1351,TWIN RIDGE SKI TRAIL,California,Stanislaus National Forest
1352,CD SOUTH SNOWMOBILE TRAIL,California,Stanislaus National Forest
1353,VIAL DIVIDE,California,Stanislaus National Forest
1354,CAPTAIN COOK,California,Stanislaus National Forest
1355,PIONEER INDIAN,California,Stanislaus National Forest
1356,NIAGRA FALLS,California,Stanislaus National Forest
1357,KUNK LAKE TRAIL,California,Stanislaus National Forest
1358,COOKS RIDGE,California,Stanislaus National Forest
1359,RESTLESS WATERS,California,Stanislaus National Forest
1360,KENTUCKY FALLS,California,Stanislaus National Forest
1361,TIE TRAIL,California,Stanislaus National Forest
1362,BLUEBILL,California,Stanislaus National Forest
1363,RIGHT RANCH SPUR B,California,Stanislaus National Forest
1364,RIGHT RANCH SPUR A,California,Stanislaus National Forest
1365,MIDNIGHT LAKE TIE,California,Stanislaus National Forest
1366,WHITE PINE-HALF MOON TIE-IN,California,Stanislaus National Forest
1367,BURKES KNOB HILL,California,Stanislaus National Forest
1368,13E58-C10,California,Stanislaus National Forest
1369,16E79-C10,California,Stanislaus National Forest
1370,14E33-C05,California,Stanislaus National Forest
1371,SHORT CONNECTOR,California,Stanislaus National Forest
1372,LILLY LAKE,California,Stanislaus National Forest
1373,BERRY CR. (CAPE MTN. TRAIL),California,Stanislaus National Forest
1374,PRINCES TASHA (CAPE MTN.TRAIL),California,Stanislaus National Forest
1375,CHIEF TSILTCOOS,California,Stanislaus National Forest
1376,LOOKOUT LOOP (CAPE MTN. TRAIL),California,Stanislaus National Forest
1377,HORSESHOE LN (CAPE MTN. TRAIL),California,Stanislaus National Forest
1378,CAPE MTN. (CAPE MTN. TRAIL),California,Stanislaus National Forest
1379,BERRY LANE (CAPE MTN TRAIL),California,Stanislaus National Forest
1380,WAXMYRTLE TRAIL ALTERNATE RTE,California,Stanislaus National Forest
1381,BAKER BEACH LOOP TRAIL,California,Stanislaus National Forest
1382,JESSE JAMES,California,Stanislaus National Forest
1383,WILDCAT RIVER TRAIL,California,Stanislaus National Forest
1384,CONTINENTAL DIVIDE NST,California,Stanislaus National Forest
1385,RIGHT FORK INDIAN CANYON,California,Stanislaus National Forest
1386,LOST POND,California,Stanislaus National Forest
1387,NORTH ELK CREEK,California,Stanislaus National Forest
1388,TUCKERMAN CROSSOVER,California,Stanislaus National Forest
1389,HILL CLIMB,California,Stanislaus National Forest
1390,SAND TRAP,California,Stanislaus National Forest
1391,DEER PEAK,California,Stanislaus National Forest
1392,SCHT - SEGMENT 7,California,Stanislaus National Forest
1393,MINISTER FISHING,California,Stanislaus National Forest
1394,TREADWELL DITCH SNO-TRAIL,California,Stanislaus National Forest
1395,NORTH WRANGELL TRAIL,California,Stanislaus National Forest
1396,BEAR VLY OHV - W SP,California,Stanislaus National Forest
1397,12E66-C30,California,Stanislaus National Forest
1398,17E15-C15,California,Stanislaus National Forest
1399,MILLER MEADOW OHV SPUR,California,Stanislaus National Forest
1400,TIMBERLINE ATV E LOOP,California,Stanislaus National Forest
1401,EAST FORK SAWMILL,California,Stanislaus National Forest
1402,ASHLEY DRIVEWAY,California,Stanislaus National Forest
1403,GRAYS/TORREYS CONNECTOR,California,Stanislaus National Forest
1404,GIEFER CREEK,California,Stanislaus National Forest
1405,BLUEBERRY RIDGE TRAIL,California,Stanislaus National Forest
1406,GALLOWAY SPRING,California,Stanislaus National Forest
1407,HUNGERFORD HORSE MAPSEG 4,California,Stanislaus National Forest
1408,HINCKS,California,Stanislaus National Forest
1409,FRONTIER CREEK,California,Stanislaus National Forest
1410,PROSSER HILL MOTORCYCLE,California,Stanislaus National Forest
1411,PAUGUS MILL SNOMO,California,Stanislaus National Forest
1412,RIGHT FORK LAKE CANYON,California,Stanislaus National Forest
1413,SIX LAKES,California,Stanislaus National Forest
1414,SARKAR CANOE ROUTE,California,Stanislaus National Forest
1415,JOHN DELLENBACK DUNES,California,Stanislaus National Forest
1416,LAGOON TRAIL,California,Stanislaus National Forest
1417,SOUTH JETTY OHV TRAIL A,California,Stanislaus National Forest
1418,BLUE HORIZON (CAPE MTN. TRAIL),California,Stanislaus National Forest
1419,GRAVELLY CREEK SPUR B,California,Stanislaus National Forest
1420,WAPATI (CAPE MTN. TRAIL),California,Stanislaus National Forest
1421,SCURVY RIDGE (CAPE MTN. TRAIL),California,Stanislaus National Forest
1422,AMANDAS LOOP TRAIL,California,Stanislaus National Forest
1423,BULL RUN OHV TRAIL A,California,Stanislaus National Forest
1424,SOUTH JETTY OHV TRAIL C,California,Stanislaus National Forest
1425,13E23,California,Stanislaus National Forest
1426,TIMBERLINE ATV C LOOP,California,Stanislaus National Forest
1427,EDMANDS COL CUT-OFF,California,Stanislaus National Forest
1428,BISHOP KNOB LOOP TRAIL,California,Stanislaus National Forest
1429,SCAR "LOOP" SPUR A,California,Stanislaus National Forest
1430,BLACK POND,California,Stanislaus National Forest
1431,BEAVER FALLS SPUR B,California,Stanislaus National Forest
1432,DEER CREEK MC,California,Stanislaus National Forest
1433,MAYBESO ROAD,California,Stanislaus National Forest
1434,LAKE CREEK TRAIL CUTOFF,California,Stanislaus National Forest
1435,PROSSER CREEK OHV LOOP,California,Stanislaus National Forest
1436,BRIMSTONE,California,Stanislaus National Forest
1437,BEAVER TO HASSELBORG,California,Stanislaus National Forest
1438,MOLE HARBOR TO ALEXANDER,California,Stanislaus National Forest
1439,HASSELBORG RIVER,California,Stanislaus National Forest
1440,DISTIN TO THAYER,California,Stanislaus National Forest
1441,ADMIRALTY COVE TO N. YOUNG LK,California,Stanislaus National Forest
1442,SCHT - DYNAMITE,California,Stanislaus National Forest
1443,HUNGERFORD HORSE MAPSEG 5,California,Stanislaus National Forest
1444,NOTCHWAY TRAIL XC SPUR,California,Stanislaus National Forest
1445,SPHINX,California,Stanislaus National Forest
1446,SCHT - SEGMENT 13,California,Stanislaus National Forest
1447,MI SHORE TO SHORE HORSE&HIKE,California,Stanislaus National Forest
1448,WHITE PINE-POWER LINE,California,Stanislaus National Forest
1449,WHITE PINE-HUMMER,California,Stanislaus National Forest
1450,12E67-C10,California,Stanislaus National Forest
1451,13E20,California,Stanislaus National Forest
1452,12E44-C10,California,Stanislaus National Forest
1453,17E11,California,Stanislaus National Forest
1454,PROSSER CREEK EAST OHV,California,Stanislaus National Forest
1455,OMEGA OVERLOOK MC TRAIL,California,Stanislaus National Forest
1456,HOBART 1 OHV,California,Stanislaus National Forest
1457,14E33-C10,California,Stanislaus National Forest
1458,BURNETT INLET PORTAGE TRAIL,California,Stanislaus National Forest
1459,SHERIDAN CREEK,California,Stanislaus National Forest
1460,BLACK VISTA OHV TRAIL,California,Stanislaus National Forest
1461,14E06-C05,California,Stanislaus National Forest
1462,BORROW PIT 2 OHV,California,Stanislaus National Forest
1463,STRAWBERRY LAKE,California,Stanislaus National Forest
1464,13E10-C42,California,Stanislaus National Forest
1465,14E03,California,Stanislaus National Forest
1466,13E10-C36,California,Stanislaus National Forest
1467,BILLY HILLS OHV,California,Stanislaus National Forest
1468,11E03-C27,California,Stanislaus National Forest
1469,SAGEHEN OHV TIE 1,California,Stanislaus National Forest
1470,DONNER CAMP,California,Stanislaus National Forest
1471,11E55-E20,California,Stanislaus National Forest
1472,DUNOIR TRAIL,California,Stanislaus National Forest
1473,PTARMIGAN LAKE TR,California,Stanislaus National Forest
1474,11E67-C25,California,Stanislaus National Forest
1475,12E33-C05,California,Stanislaus National Forest
1476,COAST GUARD NORTH OHV TRAIL,California,Stanislaus National Forest
1477,INCINERATOR OHV TRAIL A,California,Stanislaus National Forest
1478,SINK RIDGE,California,Stanislaus National Forest
1479,WONALANCET RANGE TRAIL CUTOFF,California,Stanislaus National Forest
1480,SOUTH JETTY OHV TRAIL E,California,Stanislaus National Forest
1481,13E10-C34,California,Stanislaus National Forest
1482,DRY FORK NATURE,California,Stanislaus National Forest
1483,READER BASIN,California,Stanislaus National Forest
1484,ANDERSON CREEK ATV,California,Stanislaus National Forest
1485,DON HATCH MEMORIAL SNOWMOBILE,California,Stanislaus National Forest
1486,FRONTIER OHV TRAIL,California,Stanislaus National Forest
1487,RED BUGGY OHV TRAIL,California,Stanislaus National Forest
1488,WOAHINK OHV TRAIL,California,Stanislaus National Forest
1489,CHAPMANS OHV TRAIL,California,Stanislaus National Forest
1490,SAUNDERS LAKE OHV TRAIL,California,Stanislaus National Forest
1491,LOWER CLEAWOX OHV TRAIL,California,Stanislaus National Forest
1492,BATEY BOULD LOOP,California,Stanislaus National Forest
1493,GOLD LAKE RAMP,California,Stanislaus National Forest
1494,ELLIS,California,Stanislaus National Forest
1495,TWENTY-FIVE MILE CREEK,California,Stanislaus National Forest
1496,HOURGLASS,California,Stanislaus National Forest
1497,MEADOWS NORTH,California,Stanislaus National Forest
1498,SANDY ARROYO,California,Stanislaus National Forest
1499,OWLS CLIFF SNOMO,California,Stanislaus National Forest
1500,LAKE MOUNTAIN,California,Stanislaus National Forest
1501,ELK PARK X-C SKI,California,Stanislaus National Forest
1502,LEDGE,California,Stanislaus National Forest
1503,N. FORK DEADMAN,California,Stanislaus National Forest
1504,SNOWMOBILE TRAIL M,California,Stanislaus National Forest
1505,SNOWMOBILE SMALL D,California,Stanislaus National Forest
1506,CORRAL CREEK,California,Stanislaus National Forest
1507,OSCODA TO OASIS,California,Stanislaus National Forest
1508,12E67-C18,California,Stanislaus National Forest
1509,CUMMINS CREEK LOOP TRAIL,California,Stanislaus National Forest
1510,AMANDA'S,California,Stanislaus National Forest
1511,KILKENNY RIDGE,California,Stanislaus National Forest
1512,WILDMARE HORSE TRAIL,California,Stanislaus National Forest
1513,CHOKE CHERRY TURNOUT,California,Stanislaus National Forest
1514,THORSEN POND,California,Stanislaus National Forest
1515,UPPER FLAGSTAFF,California,Stanislaus National Forest
1516,DAISY ATV,California,Stanislaus National Forest
1517,BILLY THE KID,California,Stanislaus National Forest
1518,MATT DILLON,California,Stanislaus National Forest
1519,GRASSY MOUNTAIN,California,Stanislaus National Forest
1520,CANONCITO,California,Stanislaus National Forest
1521,LUCKY DOLLAR,California,Stanislaus National Forest
1522,DIRETTISSIMA,California,Stanislaus National Forest
1523,ORE HILL,California,Stanislaus National Forest
1524,CAMEL,California,Stanislaus National Forest
1525,TAMARACK M/C,California,Stanislaus National Forest
1526,FLAGSTAFF JEEP,California,Stanislaus National Forest
1527,PINECREST OHV -4X4,California,Stanislaus National Forest
1528,PACIFIC VALLEY OHV-4X4,California,Stanislaus National Forest
1529,TWAIN HARTE OHV-M/C,California,Stanislaus National Forest
1530,14E01,California,Stanislaus National Forest
1531,11E10-C20,California,Stanislaus National Forest
1532,SCOTTS LAKE TRAIL,California,Stanislaus National Forest
1533,MT CLAY LOOP,California,Stanislaus National Forest
1534,WEST SHORE SMT DNR191,California,Stanislaus National Forest
1535,MCKENZIE 2156000 ROAD,California,Stanislaus National Forest
1536,TWIN LAKES ROAD,California,Stanislaus National Forest
1537,NFST-6973-B,California,Stanislaus National Forest
1538,JOHN WAYNE,California,Stanislaus National Forest
1539,WHITE PINE-SWEENY CK CUTOVER,California,Stanislaus National Forest
1540,CORTA,California,Stanislaus National Forest
1541,NORTH VERDI OHV SPUR,California,Stanislaus National Forest
1542,13E10-C38,California,Stanislaus National Forest
1547,GORDON POND,California,Stanislaus National Forest
1548,TWAINHARTE/CRNDLL PK OHV-M/C,California,Stanislaus National Forest
1550,MUD LAKE,California,Stanislaus National Forest
1551,CHERRY LK NO OHV-ATV,California,Stanislaus National Forest
1552,DUNCE CREEK OHV,California,Stanislaus National Forest
1553,CHERRY LAKE NO OHV-ATV,California,Stanislaus National Forest
1554,BUCKHORN PK OHV-ATV,California,Stanislaus National Forest
1555,SEVEN PINES,California,Stanislaus National Forest
1556,LIONS CREEK,California,Stanislaus National Forest
1557,MUD LAKE,California,Stanislaus National Forest
1558,OSBORN CREST,California,Stanislaus National Forest
1559,WOLFEBORO TO SLICK ROCK,California,Stanislaus National Forest
1560,FIVE LAKES,California,Stanislaus National Forest
1561,COAST GUARD - SOUTH OHV TRAIL,California,Stanislaus National Forest
1562,430 WEST OHV TRAIL,California,Stanislaus National Forest
1563,BARK OHV TRAIL,California,Stanislaus National Forest
1564,BREACH OHV TRAIL,California,Stanislaus National Forest
1565,DRIFTWOOD II OHV TRAIL,California,Stanislaus National Forest
1566,430 OHV TRAIL,California,Stanislaus National Forest
1567,HAUSER OHV TRAIL,California,Stanislaus National Forest
1568,CLAM BED,California,Stanislaus National Forest
1569,ATWELL HILL,California,Stanislaus National Forest
1570,WHITE PINE-KELLY PARK LOOP,California,Stanislaus National Forest
1571,542 ROAD,California,Stanislaus National Forest
1572,BURIED CABLE,California,Stanislaus National Forest
1573,GLEN ELLIS,California,Stanislaus National Forest
1574,DIVIDE LAKE,California,Stanislaus National Forest
1575,SNAKE LAKE DISPERSED CAMP,California,Stanislaus National Forest
1576,10 MILE OHV TRAIL,California,Stanislaus National Forest
1577,YANKEE JIM,California,Stanislaus National Forest
1578,SKYLINE 1,California,Stanislaus National Forest
1584,P13,California,Stanislaus National Forest
1587,ARNOLD RIM TRAIL,California,Stanislaus National Forest
1588,BUCKHORN PK OHV-ATV,California,Stanislaus National Forest
1589,JAWBONE RIDGE OHV-ATV,California,Stanislaus National Forest
1590,TIMBER MESA,California,Stanislaus National Forest
1591,SYCAMORE,California,Stanislaus National Forest
1592,SHORT CUT,California,Stanislaus National Forest
1593,SEVEN MILE GULCH,California,Stanislaus National Forest
1594,SOUTH ALBANY PEAK,California,Stanislaus National Forest
1595,LITTLE TIZER CREEK TIE,California,Stanislaus National Forest
1596,JEFFERSON ROAD SNOMO,California,Stanislaus National Forest
1597,SAUERKRAUT BUFFALO LOOP SNOMO,California,Stanislaus National Forest
1598,SOUTH JETTY OHV TRAIL,California,Stanislaus National Forest
1599,SOUTH GRASSY MT,California,Stanislaus National Forest
1600,SNOWMOBILE TRAIL K,California,Stanislaus National Forest
1601,LANDERS FORK TRAIL,California,Stanislaus National Forest
1602,SNOWMOBILE TRAIL T,California,Stanislaus National Forest
1603,EAGLE CREEK,California,Stanislaus National Forest
1604,LAKE VALLEY,California,Stanislaus National Forest
1605,WOODS GULCH/JENKINS CANYON,California,Stanislaus National Forest
1606,GROUNDHOG MEADOW,California,Stanislaus National Forest
1607,BEE GULCH,California,Stanislaus National Forest
1608,CHERRY LAKE NO OHV-ATV,California,Stanislaus National Forest
1610,BUCKHORN PK OHV-M/C,California,Stanislaus National Forest
1612,S14,California,Stanislaus National Forest
1616,SUMMIT LOOP,California,Stanislaus National Forest
1617,BAKER BEACH,California,Stanislaus National Forest
1618,UPPER HOPE GULCH,California,Stanislaus National Forest
